Unique Sample Identifier (YYMMDD-XXXXX),Site Code,Day,Sample Site,Trip (YYYY-WW) - WW= Week #,Year/ Month,Month/Day,Sample Date,Season,Sample Date,Sample Time,Weather (1=sunny 2-cloudy 3=raining),Tidal Conditions 1=high 2=medium (ebb) 3=medium (flood) 4=low,"Current Direction (1=still, 2=L to R, 3=R to L, 4=towards, 5=Away)",Wind Speed,Rainfall 24 hrs (inches),Rainfall 3 days (inches),Rainfall Past Week (inches),Water Temp C,DO%,DO mg/L,Salinity ppt,Turb NTU,Chl RFU,Chl ug/L,MPN,Exceedance,
220719-LS,LS,Tuesday,Lake Sylvia,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,1:50 PM,1,,2,SSE 11,,,,30.79,97.2,5.99,34.81,0.69,0.18,0.58,10,,"clear, small fish, man cleaning boat"
220719-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,2:39 PM,1,,1,SE 10,,,,32.18,97.8,6.14,27.28,0.79,0.47,1.7,5,,"small fish, bubbles, particles"
220719-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,3:34 PM,1,,3,SE 12,,,,32.18,83.6,5.27,26.82,4.05,0.55,2.05,5,,"small fish schools, big water bug on surface"
220719-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,3:07 PM,1,,2,SE 12,,,,32.22,95.3,5.93,28.83,0.58,0.41,1.48,5,,"vegetation, sargassum, people fishing, small fish, jetskis,"
220719-SBR,SBR,Tuesday,Sandbar,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,2:06 PM,1,,2,SE 10 gusts 20,,,,31.62,99.4,6.12,32.63,0.5,0.44,1.62,5,,"lots of small fish, choppy, boat activity"
220719-SWP,SWP,Tuesday,Sweeting Park,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,3:08 PM,1,,2,ESE 11,,,,32.71,156.7,11.13,4.38,3.28,26.16,105.17,676,Fail,"very brown, vegetation, plastic debris"
220719-TR,TR,Tuesday,Tarpon River,2022,22-07,19-Jul,22-07-19,Wet,7/19/2022,2:34 PM,1,,2,SE 10 gusts 20,,,,33.19,92.1,6.09,14.99,0.95,1.31,5.16,119,Fail,"very brown, lots of leaves, sludge, film on surface"
220726-ABP,ABP,Tuesday,Annie Beck Park,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,12:08 PM,2,,3,SE 17,,,,31.75,86.5,5.62,22.23,1.5,0.28,0.93,156,Fail,"people at park, very low tide"
220726-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,1:44 PM,3,,3,SW 11,,,,29.67,91.5,6.25,19.46,1.48,0.69,2.77,3130,Fail,"beach erosion, pouring/lightning"
220726-HC,HC,Tuesday,Himmarshee Canal,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,12:13 PM,2,,2,SE 17,,,,30.45,70,4.85,14.75,2.13,0.39,1.37,9606,Fail,leaves and flowers in water
220726-LS,LS,Tuesday,Lake Sylvia,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,1:00 PM,3,,2,ESE 17,,,,31.195,90.3,5.63,30.06,1.21,0.43,1.59,309,Fail,"raining, low level, swift current"
220726-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,11:39 AM,3,,5,ESE 17,,,,30.16,94.4,6.37,20.31,11.53,0.87,3.33,3130,Fail,pouring rain
220726-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,12:20 PM,2,,2,SE 17,,,,31.28,72.32,4.91,19.43,2.08,0.43,1.16,31,,"sulfur smell, someone fishing"
220726-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,11:54 AM,2,,2,ESE 16,,,,30.82,90.13,5.87,21.47,4.17,0.76,3.21,20,,"heavy boat activity, manatee"
220726-SBR,SBR,Tuesday,Sandbar,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,1:16 PM,3,,2,S 11 gusts 23,,,,30.51,95.9,6.17,27.16,3.17,0.68,2.59,52,,"small crab, boat activity, sprinkling"
220726-SWP,SWP,Tuesday,Sweeting Park,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,2:01 PM,3,,3,,,,,29.013,54.5,4.18,0.19,10.39,2.1,8.32,4160,Fail,"swift current, plastic and vegetation, brown"
220726-TR,TR,Tuesday,Tarpon River,2022,22-07,26-Jul,22-07-26,Wet,7/26/2022,1:25 PM,3,,2,S 11 gusts 23,,,,31.19,67.6,4.62,14.94,12,1.23,4.83,8704,Fail,"very brown, vegetation, school of medium sized fish"
220802-ABP,ABP,Tuesday,Annie Beck Park,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,3:49 PM,2,,1,E 8,,,,33.3,90.6,5.78,21.3,0.75,1.31,5.1,109,Fail,greenish water
220802-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,1:11 AM,1,,3,E 11,,,,32.51,70.5,4.81,11.11,1.22,0.76,2.89,93,Fail,"trash, sargassum"
220802-HC,HC,Tuesday,Himmarshee Canal,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,3:20 PM,1,,1,E 8,,,,32.8,80.4,5.37,13.9,0.49,1.37,5.4,62,,benthic complex floating
220802-LS,LS,Tuesday,Lake Sylvia,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,1:47 PM,1,,2,E 11,,,,31.85,95.6,5.88,32.23,0.45,0.3,1.04,10,,"small fish, sargassum, fishy smell"
220802-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,2:29 PM,1,,4,E 8,,,,34.1,110.4,6.9,22.5,0.68,1.67,6.6,75,Fail,"green water, clear, kayaker's getting in"
220802-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,3:37 PM,1,,1,E 8,,,,32.3,88.1,5.55,26.7,0.9,0.78,3.8,5,,
220802-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,2:58 PM,1,,4,E 8,,,,32.4,99.6,6.21,28.1,0.4,0.89,3.43,10,,greenish water
220802-SBR,SBR,Tuesday,Sandbar,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,2:07 PM,1,,3,ESE 14,,,,32.24,119.5,7.3,32.32,0.86,0.3,1.03,5,,"small fish eating algae, sargassum, vegetation"
220802-SWP,SWP,Tuesday,Sweeting Park,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,12:48 PM,2,,2,E 8,,,,31.35,88.3,6.4,3.42,2.6,4.11,16.75,414,Fail,"people in water, vegetation, minnows, ducks, stick"
220802-TR,TR,Tuesday,Tarpon River,2022,22-08,2-Aug,22-08-02,Wet,8/2/2022,1:28 PM,1,,2,E 11,,,,32.17,75.5,5,17.72,1.1,0.67,2.53,52,,"4 iguanas, trash, vegetation, benthic complex"
220809-ABP,ABP,Tuesday,Annie Beck Park,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,2:30 PM,1,,3,SE 17,,,,32.54,82.6,5.34,21.13,0.87,0.56,2.08,31,,"Small fish, low tide, floating leaves"
220809-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,10:13 AM,2,,4,ESE 17,,,,31.37,72.1,4.93,11.01,1.32,0.76,2.49,93,Fail,Algae floating
220809-HC,HC,Tuesday,Himmarshee Canal,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,2:40 PM,1,,2,SE 17,,,,32.53,80,5.3,16.36,0.75,0.73,2.78,108,Fail,"Floating algae, leaves, small fish, low tide"
220809-LS,LS,Tuesday,Lake Sylvia,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,9:43 AM,2,,2,ESE 16,,,,30.83,88.9,5.55,32.3,0.65,0.36,1.31,5,,Boat activity
220809-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,1:55 PM,1,,1,SE 17,,,,32.48,83.5,5.31,23.93,0.46,0.39,1.4,40,,"Clear, little fish"
220809-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,2:50 PM,3,,2,SE 17,,,,32.34,99,6.16,28.66,0.89,0.44,1.61,5,,Small particles on surface
220809-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,2:12 PM,1,,2,SE 17,,,,32.11,103,6.42,28.83,0.56,0.34,1.21,5,,"Boat activity, floating, leaves"
220809-SBR,SBR,Tuesday,Sandbar,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,9:54 AM,1,,2,ESE 17,,,,30.7,92.9,5.83,31.91,1.32,0.41,1.52,10,,"5 large fish, fresh cut grass"
220809-SWP,SWP,Tuesday,Sweeting Park,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,10:27 AM,2,,2,ESE 17,,,,31.35,79.8,5.61,24.21,0.71,0.57,1.94,132,Fail,"Brown water, plastic bag"
220809-TR,TR,Tuesday,Tarpon River,2022,22-08,9-Aug,22-08-09,Wet,8/9/2022,10:03 AM,1,,2,ESE 17,,,,31.03,84.1,,21.01,2.11,0.75,2.89,171,Fail,Less boat oil than normal
220816-ABP,ABP,Tuesday,Annie Beck Park,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,11:11 AM,2,,3,SW 8,,,,31.561,71.8,4.65,23.47,1.02,0.32,1.13,5,,High tide
220816-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,11:18 AM,1,,4,,,,,31.843,64.4,4.37,14.08,0.92,1.57,5.97,52,,"brownish water, clear, some algae"
220816-HC,HC,Tuesday,Himmarshee Canal,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,11:22 AM,1,,3,SW 8,,,,31.249,54.2,3.65,17.53,0.2,0.4,1.45,120,Fail,"High tide, floating leaves, fish"
220816-LS,LS,Tuesday,Lake Sylvia,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,10:25 AM,1,,1,,,,,30.847,82,5.06,34.3,0.67,0.4,1.26,20,,"greenish water, clear"
220816-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,10:18 AM,1,,4,SW 4,,,,31.13,80.7,5.34,20.7,1.16,0.32,1.12,10,,"Boat activity, particles, fish"
220816-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,11:37 AM,1,,3,SW 8,,,,31.251,71,4.53,27.17,0.52,0.29,0.98,10,,"Fish, leaves, slick on top of water, debris"
220816-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,10:45 AM,1,,2,SW 4,,,,31.044,70.1,4.47,28.08,0.75,0.31,1.07,20,,"Boat activity, floating coconut, trash"
220816-SBR,SBR,Tuesday,Sandbar,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,10:48 AM,1,,4,,,,,31.158,95.4,5.92,32.56,1.04,0.55,1.87,5,,"greenish water, clear"
220816-SWP,SWP,Tuesday,Sweeting Park,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,11:40 AM,2,,1,,,,,30.33,42.9,3.1,7.05,1.45,4.59,18.21,504,Fail,"black water, sludge, organic material, no visibility"
220816-TR,TR,Tuesday,Tarpon River,2022,22-08,16-Aug,22-08-16,Wet,8/16/2022,11:08 AM,1,,1,,,,,31.491,64.7,4.35,16.86,1,1.35,5.08,30,,"dark brown/black water, no visibility, oil, leaves"
220823-ABP,ABP,Tuesday,Annie Beck Park,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,11:08 AM,1,,2,ESE 8,,,,32.75,88.9,5.64,23.67,1.07,0.32,1.13,63,,"high visibility, low tide, fish"
220823-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,1:00 PM,1,,3,,,,,34.1,105.5,7.09,9,1.12,3.21,12.64,135,Fail,"debris, clear, organic debris, algae"
220823-HC,HC,Tuesday,Himmarshee Canal,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,11:22 AM,1,,2,ESE 8,,,,32.236,57.7,3.8,18.42,0.28,0.51,1.86,934,Fail,"high visibility, low tide, fish"
220823-LS,LS,Tuesday,Lake Sylvia,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,11:40 AM,1,,2,,,,,32.06,90.4,5.63,29.49,0.62,0.79,2.81,5,,"needlefish, greenish water, clear"
220823-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,10:36 AM,1,,4,SE 3,,,,32.058,95.7,6.19,22.3,3.02,0.43,1.56,5,,"clear, low tide, fish, boat activity"
220823-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,11:38 AM,1,,3,E 5,,,,31.896,88.8,5.67,25.26,0.12,0.28,0.94,10,,"limited visibility, low tide, fish"
220823-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,10:54 AM,1,,3,W 3,,,,32.088,77.3,4.85,28.05,0.52,0.4,1.43,10,,"low visibility, fish"
220823-SBR,SBR,Tuesday,Sandbar,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,12:18 PM,1,,4,,,,,32.48,105.5,6.59,27.64,1.06,0.79,2.84,10,,"yellowtail, greenish water, clear"
220823-SWP,SWP,Tuesday,Sweeting Park,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,1:10 PM,1,,1,,,,,32.2,69.5,4.98,3.06,2.05,10.74,43.11,11199,Fail,"organic debris, dark water, person fishing, minimal visibilty, debris"
220823-TR,TR,Tuesday,Tarpon River,2022,22-08,23-Aug,22-08-23,Wet,8/23/2022,12:30 PM,1,,1,,,,,33.53,59.4,3.86,17.15,2.41,,,52,,"organic debris, dark water, scum, minimal visibilty"
220830-ABP,ABP,Tuesday,Annie Beck Park,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,9:09 AM,1,,3,,,,,31.9,69.6,4.5,32.2,1.81,1.13,4.22,63,,"clear, algae, sea roaches"
220830-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,1:40 PM,1,,4,ESE 12,,,,33.388,83.6,5.56,13.26,0.56,1.09,4.24,20,,"high visibilty, leaves, fish"
220830-HC,HC,Tuesday,Himmarshee Canal,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,9:23 AM,1,,2,,,,,31.9,57.6,3.9,14.6,0.38,1.4,5.29,135,Fail,"Minimal visibility, organic material, film on water"
220830-LS,LS,Tuesday,Lake Sylvia,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,12:48 PM,1,,3,SE 12,,,,31.522,91.2,5.58,34.17,0.43,0.16,0.48,10,,"clear, fish"
220830-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,8:25 AM,1,,1,,,,,31.8,73.8,4.67,27.1,0.88,0.83,2.98,5,,"clear, fish"
220830-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,9:40 AM,1,,1,,,,,31.2,76.4,4.81,29.8,1.3,0.73,2.6,30,,"Organic material, scum on surface, dark water, minimal visibility"
220830-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,8:49 AM,1,,2,,,,,31.6,74.8,4.71,29.5,0.42,0.7,2.47,10,,"minimal visibility, high tide"
220830-SBR,SBR,Tuesday,Sandbar,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,1:10 PM,1,,2,ESE 12,,,,31.788,107.7,6.59,33.32,0.47,0.16,0.48,5,,"clear, fish, boat activity"
220830-SWP,SWP,Tuesday,Sweeting Park,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,2:10 PM,1,,3,SE 12,,,,31.666,54.1,3.85,5.99,1.1,3.85,15.37,455,Fail,"little visibility, floating leaves, trash"
220830-TR,TR,Tuesday,Tarpon River,2022,22-08,30-Aug,22-08-30,Wet,8/30/2022,1:20 PM,1,,1,ESE 12,,,,32.358,73.9,4.8,20.68,1.08,0.72,2.71,63,,"film on surface, leaves, trash, coconut floating"
220906-ABP,ABP,Tuesday,Annie Beck Park,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,11:50 AM,1,,1,,,,,33.5,101.7,6.34,24.7,1.36,0.8,2.86,31,,"low tide, fishes, algae"
220906-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,1:21 PM,2,,3,,,,,33.78,84.9,5.68,10.83,3.47,1.42,5.54,84,Fail,"low tide, boat activity"
220906-HC,HC,Tuesday,Himmarshee Canal,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,12:10 PM,1,,1,,,,,32.6,104.2,6.76,19.9,0.94,2.85,11.2,106,Fail,"fishes, leaf litter, scum on surfaces, dark water"
220906-LS,LS,Tuesday,Lake Sylvia,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,12:22 PM,1,,3,ESE 8,,,,32.53,91.3,5.62,30.02,0.47,0.27,0.91,5,,"clear, low tide, fish"
220906-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,11:00 AM,1,,1,,,,,32.7,84,5.26,26.5,0.44,1.08,3.99,41,,"fish, barracuda, low tide"
220906-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,12:28 PM,1,,1,,,,,32.6,92.4,5.72,28.8,0.66,0.9,3.27,5,,"low tide, school of fish, leaf litter"
220906-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,11:30 AM,1,,3,,,,,32.5,78.8,4.86,29.8,0.16,0.72,2.55,20,,"clear visibility, boating, leaf litter"
220906-SBR,SBR,Tuesday,Sandbar,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,12:45 PM,1,,3,NW 6,,,,33.26,100.5,6.21,27.26,0.89,0.31,1.05,20,,"low tide, clear, fish, boat activity"
220906-SWP,SWP,Tuesday,Sweeting Park,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,1:35 PM,1,,2,,,,,32.44,76.5,5.4,5.03,1.99,5.95,23.83,599,Fail,"low tide, floating leaves"
220906-TR,TR,Tuesday,Tarpon River,2022,22-09,6-Sep,22-09-06,Wet,9/6/2022,12:56 PM,1,,1,NW 6,,,,34.28,88.9,5.6,20.53,8.72,0.87,3.32,245,Fail,"low tide, fish, leaves floating, film on surface"
220913-ABP,ABP,Tuesday,Annie Beck Park,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:30 PM,1,,2,W 3,,,,32.6,79.9,5.07,24.14,0.45,0.42,1.52,74,Fail,"high tide, kayaks/activity, leaves floating, fish"
220913-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:29 PM,2,,1,W 3,,,,32.2,65.8,4.21,24,2.92,1.31,4.97,1529,Fail,"people, organic material, dark water, minimal visibility"
220913-HC,HC,Tuesday,Himmarshee Canal,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:40 PM,2,,3,W 3,,,,32.1,69.7,4.64,16.7,0.24,0.78,2.96,98,Fail,"high tide, fish, floating leaves"
220913-LS,LS,Tuesday,Lake Sylvia,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,11:53 AM,1,,2,,,,,31.6,92.8,5.68,33.7,0.31,0.48,1.59,5,,"school of fish, leaf litter, clear visibility, high tide"
220913-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,11:48 AM,1,,4,NNW 3,,,,32.05,93.9,5.91,27.53,0.78,0.28,0.95,98,Fail,"kayaks, high tide, fish"
220913-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:50 PM,1,,3,W3,,,,32.34,83.3,5.23,26.72,0.32,0.32,1.1,5,,"high tide, school of fish, good visibility"
220913-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:10 PM,2,,3,W 3,,,,32.13,79.9,4.97,29.22,0.21,0.21,0.9,5,,"fish, floating leaves"
220913-SBR,SBR,Tuesday,Sandbar,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:17 PM,1,,2,W 3,,,,31.9,99,6.04,33.5,0.24,0.46,1.49,20,,"man fishing, yellow and black fish, high tide, benthic substrate"
220913-SWP,SWP,Tuesday,Sweeting Park,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,1:22 PM,2,,2,NNE 8,,,,31.5,36.7,2.59,8.04,0.88,3.58,14.1,565,Fail,"litter, leaf litter, organic material, dark water, no visibility"
220913-TR,TR,Tuesday,Tarpon River,2022,22-09,13-Sep,22-09-13,Wet,9/13/2022,12:29 PM,2,,1,W 3,,,,32.2,65.8,4.21,24,2.92,1.31,4.97,30,,"people, organic material, dark water, minimal visibility"
220920-ABP,ABP,Tuesday,Annie Beck Park,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,12:28 PM,1,,4,ESE 10,,,,30.92,90.3,6.4,8.97,0.33,0.68,2.61,160,Fail,"clear, low tide, floating leaves, clumps of algae"
220920-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,11:28 AM,1,,4,ENE 10,,,,30.4,55.5,4.11,2.43,1.6,2.01,7.75,20,,"fish schools, boats, people fishing, litter"
220920-HC,HC,Tuesday,Himmarshee Canal,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,12:40 PM,1,,2,ESE 10,,,,30.742,63.2,4.56,5.57,0.4,0.74,2.84,171,Fail,"low tide, fish, floating leaves, algae clumps"
220920-LS,LS,Tuesday,Lake Sylvia,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,10:41 AM,1,,2,ESE 9,,,,29.9,65.4,4.52,16.5,0.37,1.14,4.25,41,,"Greenish water, leaf litter"
220920-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,11:59 AM,1,,4,ENE 10,,,,30.813,83.7,6.03,6.11,0.93,0.84,3.24,20,,"clear, floating leaves, trash on shoreline, suspended particles, low tide"
220920-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,12:54 PM,1,,2,ESE 10,,,,30.514,77.2,5.41,11.24,0.18,0.63,2.39,5,,"fish, floating trash, algae clumps"
220920-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,12:14 PM,1,,2,ESE 10,,,,30.464,80.2,5.54,14.9,0.13,0.95,3.7,5,,"boat activity, fishing, floating"
220920-SBR,SBR,Tuesday,Sandbar,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,11:00 AM,1,,2,ENE 10,,,,30.5,94.4,6.62,12.14,0.5,1.32,4.99,5,,"Needlefish, other fish, brown/orange colored water"
220920-SWP,SWP,Tuesday,Sweeting Park,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,11:49 AM,1,,2,ENE 10,,,,28.6,52,4.02,0.16,2.28,4.5,17.8,185,Fail,"leaves floating, organic material, litter"
220920-TR,TR,Tuesday,Tarpon River,2022,22-09,20-Sep,22-09-20,Wet,9/20/2022,11:11 AM,1,,1,ENE 10,,,,30,39.4,2.9,4.56,2.77,1.92,7.38,364,Fail,"Leaves floating, flower petals floating"
221004-ABP,ABP,Tuesday,Annie Beck Park,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,11:49 AM,1,,2,N 6,,,,28.23,65.6,5.19,9.26,0.77,0.54,2.01,20,,"Small fish, leaves floating"
221004-CH,CH,Tuesday,Coontie Hatchee Park,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,12:32 PM,1,,4,NNW 8,,,,28.89,67.8,5.2,0.6,1.05,1.48,5.83,63,,"low tide, boat activity"
221004-HC,HC,Tuesday,Himmarshee Canal,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,12:00 PM,1,,2,N 6,,,,28.57,58.2,4.79,2.69,0.85,0.84,3.19,51,,"Fish swimming, leaves grass floating"
221004-LS,LS,Tuesday,Lake Sylvia,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,11:45 AM,1,,3,N 6,,,,27.13,85.3,6.18,16.61,0.43,0.55,2.1,5,,"low tide, fish, floating leaves, debris"
221004-MRGE,MRGE,Tuesday,Middle River George English Park,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,11:08 AM,1,,3,N 6,,,,27.38,60.3,4.59,7.1,4.341,0.66,2.49,20,,"small fish, lots of construction in parking lot"
221004-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,12:12 PM,1,,2,NNW 8,,,,24.71,69.1,5.06,13.68,0.28,0.68,2.58,20,,"Trash floating, leaves & grass floating"
221004-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,11:30 AM,1,,3,N 6,,,,27.23,65.1,5.13,14.57,0.3,0.67,2.53,10,,"Small fish, dark water, grass and leaves floating"
221004-SBR,SBR,Tuesday,Sandbar,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,12:05 PM,1,,2,NNW 8,,,,28.43,92.3,6.63,14.23,1.05,0.88,3.42,20,,"low tide, people fishing, floating leaves, debris"
221004-SWP,SWP,Tuesday,Sweeting Park,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,12:48 PM,1,,2,NNW 8,,,,28.34,55.6,4.3,0.26,0.95,2.23,8.83,473,Fail,"low tide, people fishing, floating trash debris"
221004-TR,TR,Tuesday,Tarpon River,2022,22-10,4-Oct,22-10-04,Wet,10/4/2022,12:15 PM,1,,1,NNW 8,,,,28.57,59.1,4.49,3.74,1.35,1.07,4.16,158,Fail,"low tide, floating leaves, debris, film on surface, people cleaning boat in water"
221011-ABP,ABP,Tuesday,Annie Beck Park,2022,22-10,11-Oct,22-10-11,Wet,10/11/2022,2:14 PM,1,,2,ESE 11,,,,29.61,76.1,5.3,16.08,3.24,0.83,3.19,134,Fail,"Clear, high visibility, fish, floating, leaves, construction in canal, low tide"
221011-CHP,CH,Tuesday,Coontie Hatchee Park,2022,22-10,11-Oct,22-10-11,Wet,10/11/2022,12:00 PM,1,,4,ESE 10,,,,29.64,67.6,5.02,4.21,2.55,0.85,3.24,285,Fail,"Trash,boats passing, lots of fish, water yellow/orange color"
